time,open,high,low,close,spread_price
2025-05-16 01:45:00,2095.02,2095.22,2094.02,2095.12,0.36
2025-05-16 02:00:00,2095.02,2095.32,2094.22,2094.92,0.36
2025-05-16 02:15:00,2094.82,2096.12,2094.72,2096.02,0.36
2025-05-16 02:30:00,2096.02,2097.52,2095.92,2096.82,0.36
2025-05-16 02:45:00,2096.92,2096.97,2096.42,2096.82,0.36
2025-05-16 03:00:00,2096.82,2097.12,2096.37,2097.02,0.36
2025-05-16 03:15:00,2096.92,2097.42,2096.62,2097.32,0.36
2025-05-16 03:30:00,2097.32,2097.72,2096.62,2096.97,0.36
2025-05-16 03:45:00,2097.02,2097.77,2096.82,2097.12,0.36
2025-05-16 04:00:00,2097.12,2097.82,2097.02,2097.62,0.36
2025-05-16 04:15:00,2097.72,2097.72,2096.62,2096.72,0.36
2025-05-16 04:30:00,2096.72,2097.32,2096.72,2097.12,0.36
2025-05-16 04:45:00,2097.07,2097.62,2096.52,2096.62,0.36
2025-05-16 05:00:00,2096.62,2096.87,2096.12,2096.37,0.36
2025-05-16 05:15:00,2096.37,2096.77,2096.22,2096.22,0.36
2025-05-16 05:30:00,2096.22,2096.32,2095.07,2095.92,0.36
2025-05-16 05:45:00,2095.92,2096.32,2095.72,2095.97,0.36
2025-05-16 06:00:00,2095.92,2097.57,2095.82,2097.42,0.36
2025-05-16 06:15:00,2097.42,2098.77,2096.22,2096.42,0.36
2025-05-16 06:30:00,2096.37,2097.57,2096.07,2096.17,0.36
2025-05-16 06:45:00,2096.22,2096.57,2095.12,2096.52,0.36
2025-05-16 07:00:00,2096.52,2097.2,2095.55,2096.7,0.2
2025-05-16 07:15:00,2096.7,2098.9,2096.6,2098.9,0.2
2025-05-16 07:30:00,2098.9,2099.2,2097.8,2097.9,0.2
2025-05-16 07:45:00,2097.9,2099.05,2097.6,2098.2,0.2
2025-05-16 08:00:00,2098.2,2099.55,2097.6,2099.4,0.2
2025-05-16 08:15:00,2099.4,2100.8,2098.8,2100.4,0.2
2025-05-16 08:30:00,2100.4,2100.8,2099.35,2100.6,0.2
2025-05-16 08:45:00,2100.6,2101.6,2099.65,2099.9,0.2
2025-05-16 09:00:00,2099.8,2102.3,2099.6,2102.2,0.2
2025-05-16 09:15:00,2102.2,2104.2,2101.9,2104.1,0.2
